,processed_sentence,vader_scores,polarity_value
159,very slow app it take i 10 min just to start the app ....,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
160,"updates make that be not fully test . they need to add option to revert back to the olddd verison . that be simple to use , but most importantly it work .","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.5251}",positive
161,anydo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
162,"app lode ke baad peese maang raha hai , pahle bataaye , datum kyo kharaab karwaya","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
163,"ruin the app by try to get too fancy . my wife have also become frustrated with it . she have have it since it start and now struggle with it . you should be able to add a task then go straight to set time / day . but instead , you have all the other short cut there that really be not .","{'neg': 0.127, 'neu': 0.849, 'pos': 0.024, 'compound': -0.631}",negative
164,i could not have any expirion about this app,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
165,terrible app . do not waste your money .,"{'neg': 0.329, 'neu': 0.424, 'pos': 0.247, 'compound': -0.1945}",negative
166,i could not use it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
167,look like a pretty good app but it do not sync with alexa . which be the main reason i instal it . should not be this difficult .,"{'neg': 0.129, 'neu': 0.675, 'pos': 0.196, 'compound': -0.0032}",neutral
168,"force you to sign up and use credential , uninstalled .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
169,hf,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
170,most useless app ever use ! very difficult to save anything or find anything ! put some task do not get any reminder so do not do it ! erase this nonsense can not even save this review,"{'neg': 0.291, 'neu': 0.628, 'pos': 0.081, 'compound': -0.8423}",negative
171,its a great app but i do not receive any event notification although i have allow the notification to come through from this app . i really do not understand why because i have set everything correctly .,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.3716}",positive
172,virender.kumar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
173,useless,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
174,price be high,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
175,"under subtitle * security * "" however , please note that we can not guarantee that the information will not be expose as a result of unauthorized penetration to our server "" sorry no thanks.i just download but after read privacy policy i prefer go thru •google official •one & app like calendar require lot of access , & i personally do not wanna bleach my datum like this .. btw the tq for place the info it to let we know :)","{'neg': 0.05, 'neu': 0.768, 'pos': 0.182, 'compound': 0.8966}",positive
176,bad app,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",negative
177,try do all the setting as per ur guidence .. but app be not support popup in lock screen .. everytime i have to unlock my screen to check the event ..,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.4782}",negative
178,"this be an overengineered list keep app that i hate . i keep it for year in spite of that because i be in the ecosystem , but today it lock i out of my grocery list so good riddance . no i do not need it to take thirty second to boot up my grocery list so that your algorithm can tell i how to most productively plan my day by sort my grocery list in order of the order i enter each item . i do not need an any.do minute .","{'neg': 0.08, 'neu': 0.867, 'pos': 0.053, 'compound': -0.1615}",negative
179,kimhong,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
180,i hate this app 😡 😤 😤 as soon as i download it my phone be hang 😠 😠 😠 😡 😠 😡 😠,"{'neg': 0.373, 'neu': 0.627, 'pos': 0.0, 'compound': -0.9648}",negative
181,"monthly fee for dark mode , really ? i could accept a one time payment for such a feature but not monthly .","{'neg': 0.0, 'neu': 0.908, 'pos': 0.092, 'compound': 0.2339}",positive
182,"no grocery widget , ridiculous ... the task widget be confusing , i just want to be able to add stuff simply on the fly .","{'neg': 0.255, 'neu': 0.695, 'pos': 0.05, 'compound': -0.6486}",negative
183,this app have malware .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
184,"not happy , app just ask i to ' sign in ' and now have delete all my previous reminder . i have reminder set up for throughout the rest of this year and now i do not know what they be . you 've put i off use your app now , what be the point if it be not reliable ! ! !","{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.5959}",negative
185,not make an account !,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
186,"i be a customer of any . do for a while and on march 2020 i clearly ask they not to renew my subscription as i find a different company to provide i task manger service - todoist . more than that - i even consult with any . do technical support team how to transfer my database to todoist and over the phone , i also remind they to cancel it . i receive the cancellation notice and i do not ask they to renew / continue any of any . do service . more than that - i also have the invoice from the company i move my service , todoist , for the same period of time that any . do charge i for . after i try to contact any . do they refuse to refund i . therefore , i let you and everybody to know that i will not use any of any.do service anymore and recommend everyone that read this post do not use any.do services or you take a big risk that something like that will happen to you as well .","{'neg': 0.045, 'neu': 0.885, 'pos': 0.07, 'compound': 0.6597}",positive
187,"every service i attempt to connect ( gmail , gtasks , google calendar , ) time out during setup ( oop error ) . be 2 day and still no reply from support . device be samsung s9 with android 10 .","{'neg': 0.134, 'neu': 0.792, 'pos': 0.074, 'compound': -0.296}",negative
188,"this app use to be great when pair with alexa . every once in awhile the sync would break but disable the app and relinke the account would fix the issue . this have not be the case for the past several month . any.do it be no long sync with alexa and base on the review of the alexa app it be affect a lot of people , have be ongoing for week , and there do not appear to be a fix come . go to give anylist a try to see if it work with alexa .","{'neg': 0.071, 'neu': 0.904, 'pos': 0.026, 'compound': -0.6597}",negative
189,i do not know .. why people appreciate this app .. not user friendly ...,"{'neg': 0.181, 'neu': 0.562, 'pos': 0.257, 'compound': 0.2363}",positive
190,time setting be so dumb . fix it,"{'neg': 0.414, 'neu': 0.586, 'pos': 0.0, 'compound': -0.6418}",negative
191,sweety sweety kumari,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
192,not work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
193,no integration with create alexa lists .,"{'neg': 0.268, 'neu': 0.488, 'pos': 0.244, 'compound': -0.0516}",negative
194,you have to pay for all the decent feature ... there be nothing you want to do that your alarm do not already do,"{'neg': 0.218, 'neu': 0.782, 'pos': 0.0, 'compound': -0.4628}",negative
195,can not open,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
196,hopeless,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
197,i do not understand how it work . not very clear on how to use it . and it comstantly show notification for anything i make a note of,"{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.3401}",negative
198,do not have option to not connect to fb google or email,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
199,"it be test the edge of my patience . even though i have well internet connection it keep say "" could not find the internet connection . try again later "" . it be my first time . i can not sign in so i can not go in to the app and plan anything . already i try reinstall twice .","{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.4404}",positive
200,please add upi feature because i try many debit card to get the premium versionof this app but any of they be accept .,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5106}",positive
201,lose all my list when i be force to give email address . be good prior to have to start all over .,"{'neg': 0.202, 'neu': 0.687, 'pos': 0.111, 'compound': -0.34}",negative
202,"many error , the app be good but sometimes with the recurrent task do not work when i use desktop app it do not sync well and i lose many task and this be unpleasant . pay for this app with this error be a bad idea . i do no feel secure with app i lose tak and time . i hope the app get well . and the plan my day would be good if add the task in someday","{'neg': 0.285, 'neu': 0.589, 'pos': 0.126, 'compound': -0.9432}",negative
203,"since last 2 update i be face this problem that when i open the app , one or two task get shuffle to the top . then i have to put it again in the plan sequence . this happen almost everytime i open the app .","{'neg': 0.068, 'neu': 0.893, 'pos': 0.039, 'compound': -0.3237}",negative
204,"update make it bad . be use it all the time , and the recent update make it all confusing and unnecessarily graphically complex . sorry have to uninstall .","{'neg': 0.215, 'neu': 0.785, 'pos': 0.0, 'compound': -0.6486}",negative
205,rare,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
206,good app but i wish there be a monthly payment option for premium instead of annual .,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.6705}",positive
207,push to hard for premium upgrade . not interested anymore,"{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.3935}",negative
208,"ill join with my fellow reviewer and say that i be very satisfied with the app when i start use it about two year ago , but since then i feel that its functionality and simplicity have be compromise , especially with the new update that just make the app 's interface ( via smartphone ) completely uncomfortable because i can not see my task lay out chronologically in an organized and pleasing way anymore .","{'neg': 0.074, 'neu': 0.821, 'pos': 0.106, 'compound': 0.3626}",positive
209,whapp integration be bad . barely anything work . focus to whapp integration and seeya again,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5423}",negative
210,"it be good until they update it and take out the today , someday , upcoming category out , which be how i organize everything","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}",positive
211,"i find this app difficult to organize in a way that be useful for i . i could not separate which item show up on my phone widget by topic , so it show all of they which be unnecessary . i also find the reminder to plan my day annoying . it would be well with an improved calendar and prioritize option . last , it be extremely frustrating to try and unsubscribe from yearly renewal . it be bury deep in the info and the actual faq for this have a broken link . super sketchy and rude .","{'neg': 0.133, 'neu': 0.75, 'pos': 0.117, 'compound': -0.1761}",negative
212,"widget not work . everytime i check the next or previous month it would be lag and later it be just blank . love the app but i really need the widget , sorry .","{'neg': 0.092, 'neu': 0.828, 'pos': 0.08, 'compound': 0.1531}",positive
213,no repeat alarm,"{'neg': 0.42, 'neu': 0.191, 'pos': 0.389, 'compound': -0.0423}",neutral
214,"why be random item pop up on our grocery list ? be this your way of advertising ? we have purchase unnecessary item that i have never even hear of . sun maid smore bites ? nope , no one add they on . i love use the app , but this be very deceptive manipulate the grocery list .","{'neg': 0.064, 'neu': 0.856, 'pos': 0.08, 'compound': -0.2877}",negative
215,"i switch to any.do when wunderlist end . i want a simple interface that let i share list and task with my husband . any.do do that , but in the least efficient way possible . our initial be the same and tile be not customizable , so it be impossible to tell who a task be assign to . the app always default to task even if i have just be use a shopping list . it be a huge pain to navigate . not what we need at all .","{'neg': 0.083, 'neu': 0.867, 'pos': 0.051, 'compound': -0.5991}",negative
